num_single_quote_error,num_spacing_error,num_social_media_handles,num_urls_text,num_twitter_post_urls,number_of_hastags,num_of_absence_of_space_after_sentence_completion,num_capitalized_words,num_of_absence_capitalization_after_full_stop,num_of_words_of_pattern_2017word,num_mispelled_words
0,25,0,0,0,0,3,9,1,0,15
0,2,0,0,0,0,1,3,0,0,1
0,3,0,0,0,0,3,8,1,0,16
0,5,0,0,0,0,0,5,0,0,10
0,9,0,0,0,0,0,10,3,0,10
0,5,0,0,0,0,3,5,0,0,8
0,3,0,0,0,0,1,2,0,0,13
0,1,0,0,0,0,1,2,1,0,6
0,2,0,0,0,0,1,2,0,0,0
0,1,0,0,0,0,0,1,0,0,5
0,1,0,0,0,0,1,1,0,0,0
0,1,0,0,0,0,1,2,0,0,0
0,2,0,0,0,0,1,3,0,0,5
0,1,0,0,0,0,0,3,0,0,1
0,3,0,0,0,0,0,4,0,0,5
0,15,0,0,0,0,9,61,1,0,12
0,1,0,0,0,0,0,3,0,0,2
0,26,2,0,0,1,4,11,3,0,17
0,13,0,0,0,0,1,6,0,0,18
0,5,0,0,0,0,1,7,3,0,11
0,2,0,0,0,0,0,4,1,0,0
0,4,0,0,0,0,3,3,0,0,6
0,1,0,0,0,0,0,3,1,0,0
0,3,3,0,0,1,4,7,4,0,8
0,4,0,0,0,0,6,3,1,0,6
0,1,0,0,0,0,0,6,4,0,8
0,1,0,0,0,0,0,1,1,0,0
0,7,0,0,0,0,1,3,0,0,10
0,2,0,0,0,0,2,5,3,0,15
0,3,0,0,0,0,0,8,0,0,17
0,1,0,0,0,0,1,5,0,0,0
0,8,0,0,0,0,2,5,2,0,4
0,8,0,0,0,0,3,10,3,0,13
0,2,0,0,0,0,1,2,0,0,8
0,1,0,0,0,0,0,2,0,0,3
0,2,0,0,0,0,1,3,0,0,3
0,4,0,0,0,0,2,12,1,0,20
0,3,0,0,0,0,0,5,2,0,3
0,1,0,0,0,0,0,4,2,0,2
0,10,0,0,0,0,4,6,0,0,15
0,8,0,0,0,0,2,13,9,1,3
0,1,0,0,0,0,3,6,1,0,14
0,7,0,0,0,0,3,10,2,0,13
0,3,0,0,0,0,1,2,0,0,1
0,6,0,0,0,0,3,4,3,0,13
0,11,0,0,0,0,1,6,1,0,8
0,7,0,0,0,0,4,11,5,0,9
0,5,0,0,0,0,11,4,0,0,10
0,2,0,0,0,0,0,5,1,0,3
0,29,0,0,0,0,6,6,0,0,26
0,2,0,0,0,0,0,7,1,0,7
0,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,5,4,3,0,1
0,22,0,0,0,0,2,10,3,0,24
0,1,0,0,0,0,0,2,0,0,0
0,13,0,0,0,0,2,3,0,0,13
0,2,0,0,0,0,5,4,4,0,3
0,2,0,0,0,0,4,10,0,0,10
0,2,0,0,0,0,0,4,1,0,4
0,6,0,0,0,0,0,6,3,0,1
0,1,0,0,0,0,3,7,3,0,8
0,3,0,0,0,0,1,4,2,0,30
0,1,0,0,0,0,5,6,5,0,31
0,2,0,0,0,0,4,7,3,0,7
0,3,8,0,0,3,8,24,4,0,22
0,2,0,0,0,0,0,11,2,0,14
0,8,0,0,0,0,0,18,2,0,19
0,1,0,0,0,0,0,6,2,0,10
0,2,0,0,0,0,0,2,0,0,5
0,2,0,0,0,0,0,3,0,0,3
0,16,0,0,0,0,2,13,3,0,20
0,1,0,0,0,0,2,7,3,0,16
0,2,0,0,0,0,0,3,0,0,11
0,1,0,0,0,0,3,3,0,1,3
0,1,0,0,0,0,2,3,2,0,3
0,2,0,0,0,0,0,1,0,0,1
0,2,0,0,0,0,0,4,1,0,4
0,16,0,0,0,0,9,21,15,0,16
0,4,0,0,0,0,2,7,4,1,5
0,22,0,0,0,0,2,4,0,0,14
0,3,0,0,0,0,3,5,1,0,5
0,4,0,0,0,0,2,7,4,1,5
0,3,0,0,0,0,2,7,2,1,10
0,6,0,0,0,0,3,15,6,1,19
0,10,0,0,0,0,3,4,0,0,10
0,4,0,0,0,0,2,3,2,0,2
0,7,0,0,0,0,0,11,2,0,11
0,1,0,0,0,0,0,4,0,0,9
0,4,5,0,0,1,5,12,5,0,11
0,3,0,0,0,0,0,5,3,0,10
0,18,0,0,0,0,1,4,1,0,26
0,1,0,0,0,0,0,2,0,0,0
0,5,0,0,0,0,1,13,1,0,24
0,1,0,0,0,0,0,2,0,0,0
0,1,0,0,0,0,0,1,0,0,2
0,5,0,0,0,0,1,5,3,0,9
0,1,0,0,0,0,1,4,0,0,2
0,8,0,0,0,0,2,4,1,0,11
0,3,0,0,0,0,3,4,1,0,5
0,10,0,0,0,0,3,10,1,0,24
0,1,0,0,0,0,1,1,1,0,0
0,3,0,0,0,0,0,2,0,0,4
0,1,0,0,0,0,0,2,1,0,0
0,6,0,0,0,0,3,9,2,0,18
0,1,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,5,2,0,10
0,2,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,3,0,0,2
0,4,0,0,0,0,0,4,1,0,5
0,1,0,0,0,0,0,3,1,0,5
0,5,0,0,0,0,3,3,0,0,25
0,1,0,0,0,0,1,2,0,0,3
0,7,0,0,0,0,3,12,10,0,19
0,2,0,0,0,0,2,4,0,0,11
0,10,0,0,0,0,5,9,3,1,21
0,3,4,0,0,1,3,11,2,0,6
0,7,0,0,0,0,1,8,1,0,6
0,1,0,0,0,0,2,4,1,0,10
0,2,0,0,0,0,0,2,0,0,0
0,9,0,0,0,0,1,15,6,0,17
0,3,0,0,0,0,0,3,2,0,6
0,1,0,0,0,0,0,3,0,0,3
0,2,0,0,0,0,3,23,1,0,11
0,1,0,0,0,0,0,3,0,0,4
0,1,0,0,0,0,0,2,0,0,1
0,2,0,0,0,0,2,6,3,0,9
0,1,0,0,0,0,0,4,0,0,2
0,2,0,0,0,0,1,7,4,0,0
0,9,1,0,0,1,3,5,2,0,2
0,26,0,0,0,0,7,5,1,0,24
0,1,0,0,0,0,1,4,1,0,1
0,1,0,0,0,0,0,1,0,0,6
0,1,0,0,0,0,0,2,0,0,3
0,2,0,0,0,0,1,1,0,0,1
0,8,0,0,0,0,4,4,0,0,10
0,2,0,0,0,0,2,13,4,0,16
0,4,0,0,0,0,0,3,0,0,2
0,18,0,0,0,0,2,8,2,0,12
0,6,0,0,0,0,3,4,1,0,11
0,3,3,0,0,0,3,6,3,0,4
0,5,0,0,0,0,1,3,2,0,9
0,7,0,0,0,0,0,11,1,0,7
0,2,0,0,0,0,3,12,3,0,10
0,1,0,0,0,0,0,6,2,0,2
0,2,0,0,0,0,7,22,7,0,31
0,4,0,0,0,0,1,3,0,0,3
0,11,0,0,0,0,3,6,1,0,16
0,6,0,0,0,0,6,6,1,0,4
0,7,0,0,0,0,0,9,0,0,9
0,4,0,0,0,0,1,3,0,0,17
0,5,0,0,0,0,0,3,1,0,0
0,1,0,0,0,0,0,2,0,0,3
0,4,0,0,0,0,0,8,6,0,5
0,1,0,0,0,0,2,3,0,0,3
0,1,0,0,0,0,1,2,0,0,0
0,3,17,0,0,2,3,6,2,0,23
0,3,0,0,0,0,0,4,1,0,3
0,5,0,0,0,0,0,7,3,0,3
0,2,0,0,0,0,3,7,0,0,11
0,7,0,0,0,0,5,28,12,0,21
0,1,0,0,0,0,0,2,0,0,1
0,5,0,0,0,0,1,6,2,0,5
0,2,0,0,0,0,1,5,2,0,5
0,4,0,0,0,0,0,3,0,0,7
0,6,0,0,0,0,5,7,0,0,15
0,2,0,0,0,0,2,3,1,0,11
0,7,0,0,0,0,2,2,0,0,14
0,10,0,0,0,0,1,3,1,0,10
0,1,0,0,0,0,1,8,2,0,16
0,2,0,0,0,0,3,7,0,0,3
0,4,0,0,0,0,4,13,2,0,28
0,2,0,0,0,0,4,7,1,0,6
0,5,0,0,0,0,3,15,1,0,17
0,1,0,0,0,0,0,4,0,0,3
0,1,0,0,0,0,1,4,1,0,2
0,9,0,0,0,0,0,8,4,0,5
0,6,0,0,0,0,1,10,1,0,16
0,2,0,0,0,0,0,2,1,0,13
0,4,0,0,0,0,1,5,0,0,4
0,5,0,0,0,0,4,14,11,0,24
0,9,0,0,0,1,4,8,0,0,4
0,3,0,0,0,0,0,5,1,0,7
0,1,0,0,0,0,2,3,0,0,1
0,12,0,0,0,0,1,7,0,0,8
0,1,0,0,0,0,1,1,0,0,4
0,2,0,0,0,0,0,2,0,0,0
0,2,0,0,0,0,0,2,1,0,0
0,13,0,0,0,0,6,20,1,0,36
0,34,0,0,0,0,0,21,8,0,27
0,4,0,0,0,0,2,3,0,0,7
0,3,0,0,0,0,0,2,0,0,0
0,22,0,0,0,0,6,34,2,0,21
0,1,0,0,0,0,1,3,0,0,0
0,3,4,0,0,0,5,11,3,0,10
0,2,0,0,0,0,0,6,4,0,1
0,5,0,0,0,0,4,9,5,0,7
0,5,0,0,0,0,1,4,1,0,1
0,1,0,0,0,0,2,6,0,0,4
0,3,0,0,0,0,3,18,7,0,32
0,1,0,0,0,0,2,5,0,0,3
0,2,0,0,0,0,0,3,1,0,5
0,1,0,0,0,0,1,3,1,0,3
0,1,0,0,0,0,1,2,0,0,5
0,6,0,0,0,0,3,21,4,0,35
0,4,0,0,0,0,1,13,3,0,19
0,7,0,0,0,0,2,4,1,0,5
0,6,0,0,0,0,0,9,1,0,8
0,9,0,0,0,0,5,6,1,0,9
0,8,0,0,0,0,6,9,4,0,19
0,2,0,0,0,0,0,2,0,0,2
0,1,0,0,0,0,0,4,0,0,1
0,20,0,0,0,0,3,1,0,0,10
0,3,0,0,0,0,3,4,2,0,10
0,4,0,0,0,0,2,26,1,0,13
0,13,0,0,0,0,7,27,8,0,42
0,4,3,0,0,0,5,21,3,0,12
0,7,0,0,0,0,0,3,0,0,6
0,10,0,0,0,0,2,15,5,0,23
0,1,0,0,0,0,1,3,1,0,11
0,2,0,0,0,0,0,4,1,0,3
0,3,0,0,0,0,1,22,8,0,25
0,3,0,0,0,0,0,6,2,0,4
0,10,0,0,0,0,4,19,0,0,36
0,1,0,0,0,0,5,13,7,3,4
0,2,0,0,0,0,0,2,0,0,0
1,5,0,0,0,0,32,45,8,1,31
0,7,0,0,0,0,4,12,6,1,7
0,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,2,10,2,0,16
0,3,0,0,0,0,3,8,0,0,5
0,1,0,0,0,0,4,3,2,0,2
0,2,0,0,0,0,0,4,0,0,5
0,7,0,0,0,0,2,4,1,0,8
0,1,0,0,0,0,0,2,0,0,1
0,1,0,0,0,0,0,2,0,0,2
0,3,0,0,0,0,0,2,0,0,0
0,3,0,0,0,0,1,9,0,0,18
0,1,0,0,0,0,0,3,0,0,4
0,4,0,0,0,0,0,2,1,1,0
0,5,0,0,0,0,0,6,6,0,5
0,1,0,0,0,0,0,4,2,0,1
0,2,0,0,0,0,1,2,1,0,1
0,1,0,0,0,0,0,3,0,0,2
0,14,0,0,0,0,2,3,0,0,7
0,5,0,0,0,0,1,7,3,0,18
0,2,0,0,0,0,5,6,4,0,11
0,3,0,0,0,0,2,9,1,0,19
0,4,0,0,0,0,6,10,4,0,9
0,4,0,0,0,0,0,10,7,0,14
0,6,0,0,0,0,5,9,2,0,10
0,3,0,0,0,0,2,4,2,0,19
0,3,0,0,0,0,1,3,2,0,2
0,2,0,0,0,0,0,6,0,0,14
0,42,0,0,0,0,3,8,3,0,28
0,4,0,0,0,0,0,3,1,0,11
0,2,0,0,0,0,2,8,7,0,20
0,1,0,0,0,0,0,3,0,0,1
0,11,0,0,0,0,3,7,5,0,9
0,2,0,0,0,0,5,3,1,0,9
0,3,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,3,2,0,0
0,2,0,0,0,0,1,2,0,0,2
0,11,0,0,0,0,1,5,1,0,21
0,1,0,0,0,0,0,3,0,0,0
0,2,0,0,0,0,0,3,1,0,4
0,6,0,0,0,0,7,5,1,0,9
0,1,0,0,0,0,0,2,0,0,3
0,8,0,0,0,0,5,10,2,0,13
0,1,0,0,0,0,0,3,0,0,1
0,2,0,0,0,0,1,6,3,0,10
0,1,0,0,0,0,0,3,0,0,2
0,1,0,0,0,0,0,1,0,0,2
0,7,0,0,0,0,1,8,2,0,26
0,1,0,0,0,0,0,3,0,0,1
0,3,0,0,0,0,1,7,1,0,6
0,1,0,0,0,0,1,2,1,0,2
0,4,0,0,0,0,6,10,4,0,9
0,1,0,0,0,0,2,3,0,0,7
0,13,2,0,0,0,2,13,3,0,27
0,2,0,0,0,0,0,6,2,0,5
0,11,0,0,0,0,0,4,1,0,2
0,3,0,0,0,0,1,2,0,0,1
0,1,0,0,0,0,0,2,0,0,5
0,1,0,0,0,0,0,1,0,0,5
0,3,4,0,0,0,3,3,2,0,4
0,7,3,0,0,0,7,10,3,0,36
0,2,0,0,0,0,2,3,3,0,1
0,2,0,0,0,0,0,2,0,0,3
0,7,0,0,0,0,0,5,4,0,9
0,4,0,0,0,0,0,8,2,0,14
0,3,5,0,0,0,6,25,3,0,21
0,1,0,0,0,0,1,3,0,0,12
0,2,1,0,0,0,0,2,0,0,3
0,4,0,0,0,0,5,4,1,0,5
0,3,0,0,0,0,2,4,0,0,8
0,5,0,0,0,0,3,3,0,0,1
0,5,0,0,0,0,3,4,1,0,12
0,11,0,0,0,0,5,3,1,0,9
0,1,0,0,0,0,1,4,0,0,4
0,4,0,0,0,0,2,5,2,0,7
0,8,0,0,0,0,3,4,0,0,16
0,3,0,0,0,0,0,6,0,1,4
0,1,0,0,0,0,0,1,0,0,1
0,2,0,0,0,0,0,4,1,0,6
0,1,0,0,0,0,0,5,1,0,9
0,4,0,0,0,0,4,2,1,1,0
0,1,0,0,0,0,2,7,0,0,14
0,1,0,0,0,0,0,2,0,0,3
0,3,0,0,0,0,2,7,3,0,14
0,1,0,0,0,0,0,6,0,0,2
0,1,0,0,0,0,0,3,0,0,4
0,1,0,0,0,0,0,2,0,0,1
0,2,0,0,0,0,0,4,0,0,2
0,3,0,0,0,0,1,2,0,0,4
0,1,0,0,0,0,0,2,0,0,2
0,1,0,0,0,0,1,2,0,0,0
0,13,0,0,0,0,1,2,0,1,13
0,9,0,0,0,0,0,15,0,0,12
0,16,0,0,0,0,0,12,1,0,17
0,1,0,0,0,0,4,3,0,0,11
0,8,0,0,0,0,4,8,3,0,13
0,1,0,0,0,0,0,2,0,0,7
0,5,0,0,0,0,4,4,1,1,15
0,1,0,0,0,0,1,3,0,0,5
0,2,0,0,0,0,1,8,1,1,4
0,2,0,0,0,0,0,2,0,0,1
0,3,3,0,0,1,6,10,3,0,10
0,1,0,0,0,0,0,2,0,0,2
0,1,0,0,0,0,0,6,2,0,2
0,1,0,0,0,0,0,2,0,0,3
0,7,0,0,0,0,0,26,1,3,7
0,2,0,0,0,0,0,2,0,0,2
0,2,0,0,0,0,2,4,2,0,8
0,1,0,0,0,0,0,4,1,0,2
0,1,0,0,0,0,0,2,1,0,4
0,2,0,0,0,0,0,5,1,0,3
0,1,0,0,0,0,0,2,0,0,0
0,1,0,0,0,0,0,2,0,0,2
0,1,0,0,0,0,4,6,3,0,14
0,1,0,0,0,0,0,4,0,0,2
0,23,0,0,0,0,5,24,2,0,39
0,7,0,0,0,0,0,2,0,0,2
0,1,0,0,0,0,0,5,2,0,3
0,2,0,0,0,0,0,7,5,0,6
0,7,0,0,0,0,3,8,1,0,15
0,4,0,0,0,0,2,3,0,0,1
0,9,0,0,0,0,2,2,0,0,0
0,1,0,0,0,0,0,2,0,0,0
0,5,0,0,0,0,1,1,0,0,10
0,78,0,0,0,0,1,5,1,0,19
0,1,0,0,0,0,1,2,0,0,2
0,1,0,0,0,0,1,1,0,0,1
0,1,0,0,0,0,1,2,0,0,2
0,10,0,0,0,0,0,27,1,2,12
0,2,0,0,0,0,1,2,0,1,12
0,1,0,0,0,0,1,2,0,0,1
0,1,0,0,0,0,0,5,1,0,5
0,2,0,0,0,0,6,5,0,0,23
0,2,0,0,0,0,0,2,0,0,6
0,6,0,0,0,0,2,2,0,1,1
0,4,0,0,0,0,2,21,1,0,34
0,1,0,0,0,0,0,5,0,0,6
0,3,3,0,0,0,3,7,2,0,5
0,3,0,0,0,0,2,19,0,0,24
0,4,0,0,0,0,2,11,1,0,23
0,1,0,0,0,0,0,8,0,0,9
0,6,0,0,0,0,2,3,1,0,10
0,1,0,0,0,0,0,3,0,0,6
0,8,0,0,0,0,2,20,1,0,36
0,1,0,0,0,0,0,2,0,0,3
0,2,0,0,0,0,7,8,3,0,2
0,2,0,0,0,0,2,3,0,0,13
0,1,0,0,0,0,0,2,0,0,3
0,8,0,0,0,0,2,6,2,0,17
0,1,0,0,0,0,0,4,0,0,1
0,1,0,0,0,0,2,5,3,0,1
0,1,0,0,0,0,1,9,0,1,6
0,2,0,0,0,0,4,6,3,0,17
0,1,0,0,0,0,2,4,2,0,4
0,1,0,0,0,0,0,4,0,0,1
0,9,0,0,0,0,4,17,14,0,22
0,3,0,0,0,0,3,5,1,0,5
0,5,0,0,0,0,4,3,5,1,6
0,2,0,0,0,0,1,3,3,0,1
0,3,0,0,0,0,2,3,0,0,22
0,7,0,0,0,0,2,10,0,0,13
0,4,0,0,0,0,3,5,1,0,7
0,12,0,0,0,0,5,16,3,0,24
0,2,0,0,0,0,8,22,1,0,35
0,6,0,0,0,0,3,5,1,0,10
0,25,0,0,0,0,9,17,16,0,16
0,4,0,0,0,0,8,14,2,0,17
0,1,0,0,0,0,0,2,0,0,1
0,15,0,0,0,0,1,22,5,0,18
0,4,0,0,0,0,2,9,0,0,10
0,1,0,0,0,0,0,5,0,0,4
0,2,0,0,0,0,2,1,0,0,1
0,6,0,0,0,0,1,4,0,0,7
0,4,0,0,0,0,0,2,0,0,0
0,2,0,0,0,0,2,22,5,0,19
0,12,0,0,0,0,2,13,1,0,32
0,7,0,0,0,0,7,4,1,0,16
0,1,0,0,0,0,0,2,0,0,5
0,2,0,0,0,0,3,9,3,0,42
0,11,0,0,0,0,4,8,1,0,8
0,8,0,0,0,0,2,6,1,0,9
0,2,0,0,0,0,0,3,1,0,6
0,4,0,0,0,0,1,6,2,0,6
0,2,0,0,0,0,4,3,0,0,5
0,1,0,0,0,0,1,2,0,0,0
0,1,0,0,0,0,0,9,1,0,9
0,3,0,0,0,0,0,2,0,0,0
0,20,0,0,0,0,4,31,2,0,42
0,12,0,0,0,0,2,4,0,0,1
0,2,0,0,0,0,1,4,1,0,18
0,3,0,0,0,0,10,6,2,0,13
0,1,0,0,0,0,1,2,0,0,3
0,1,0,0,0,0,1,3,1,0,5
0,6,0,0,0,0,3,8,4,0,8
0,5,0,0,0,0,1,5,4,0,12
0,5,0,0,0,0,1,6,0,0,16
0,1,0,0,0,0,2,5,1,0,12
0,3,0,0,0,0,3,21,7,0,16
0,2,0,0,0,0,0,3,0,0,1
0,5,0,0,0,0,3,5,0,0,9
0,9,0,0,0,0,4,4,0,0,2
0,1,0,0,0,0,2,9,5,0,25
0,2,0,0,0,0,0,3,1,0,5
0,3,0,0,0,0,4,16,0,0,13
0,9,0,0,0,0,3,6,3,0,13
0,13,0,0,0,0,7,12,1,0,39
0,2,0,0,0,0,1,6,1,0,1
0,17,0,0,0,0,5,19,13,0,10
0,7,0,0,0,0,2,5,4,0,7
0,5,0,0,0,0,2,3,0,0,6
0,6,0,0,0,0,2,3,2,0,9
0,4,0,0,0,0,1,5,4,0,1
0,1,0,0,0,0,0,3,0,0,0
0,1,0,0,0,0,1,1,0,0,0
0,2,0,0,0,0,0,4,0,0,6
0,1,0,0,0,0,0,2,2,0,0
0,1,0,0,0,0,1,4,2,0,5
0,1,0,0,0,0,1,8,0,0,7
0,2,0,0,0,0,8,14,1,0,22
0,2,0,0,0,0,2,3,1,0,6
0,3,0,0,0,0,1,10,4,0,5
0,1,0,0,0,0,0,9,0,0,7
0,4,0,0,0,0,0,5,1,0,4
0,2,0,0,0,0,3,8,1,0,22
0,9,0,0,0,0,1,6,1,0,10
0,4,0,0,0,0,8,6,1,1,18
0,3,0,0,0,0,0,13,3,0,12
0,1,0,0,0,0,1,4,1,0,2
0,2,0,0,0,0,2,3,1,0,7
0,1,0,0,0,0,1,6,0,0,8
0,1,0,0,0,0,1,2,0,0,0
